Brand,model,full_name,Km_driven,fuel,transmission,Price(?),Price_per_km,Price_per_year,emi_from_5yr_down_payment_20_percent,emi_perc_price,testdrive_loc,spiny_category,city,created_at,creation_year,creation_month,model_year,age_years,testdrive_area
Maruti,Suzuki Ritz,Maruti Suzuki Ritz,53000,petrol,manual,289000,5.45,26273,"4,931",1.02,"Spinny  Hub, Rohini, Delhi",Budget,Delhi-Ncr,09-06-2024,2024,6,2014,11,Rohini
Mahindra,Thar Lx,Mahindra Thar Lx,9000,petrol,automatic,1467000,163.00,489000,"26,703",1.09,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2022,3,Indirapuram Habitat Centre
Ford,Endeavour Titanium,Ford Endeavour Titanium,36000,diesel,manual,2457000,68.25,409500,"44,721",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2019,6,Taj Vivanta
Mahindra,Alturas G4,Mahindra Alturas G4,48000,diesel,automatic,1872000,39.00,312000,"34,075",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2019,6,Taj Vivanta
Hyundai,Verna 1.6,Hyundai Verna 1.6,45000,diesel,automatic,1104000,24.53,184000,"20,095",1.09,"Spinny  Hub, Universal Trade Tower, Sohna Road, Gurgaon",Assured,Delhi-Ncr,09-06-2024,2024,6,2019,6,Universal Trade Tower
Maruti,Suzuki Ciaz,Maruti Suzuki Ciaz,59000,petrol,manual,554000,9.39,61556,"10,084",1.09,"Spinny  Hub, Rohini, Delhi",Budget,Delhi-Ncr,09-06-2024,2024,6,2016,9,Rohini
Jeep,Compass Limited,Jeep Compass Limited,88000,petrol,automatic,1060000,12.05,132500,"19,301",1.09,,Max,Delhi-Ncr,09-06-2024,2024,6,2017,8,
Audi,A4 1.8,Audi A4 1.8,14000,petrol,automatic,1632000,116.57,163200,"29,706",1.09,,Max,Delhi-Ncr,09-06-2024,2024,6,2015,10,
Audi,Q3 30,Audi Q3 30,42000,petrol,automatic,2474000,58.90,353429,"45,039",1.09,,Max,Delhi-Ncr,09-06-2024,2024,6,2018,7,
Mercedes-Benz,Cla 200,Mercedes-Benz Cla 200,51000,petrol,automatic,2070000,40.59,230000,"37,685",1.09,,Max,Delhi-Ncr,09-06-2024,2024,6,2016,9,
Jeep,Compass Longitude,Jeep Compass Longitude,42000,petrol,automatic,1338000,31.86,223000,"24,356",1.09,,Max,Delhi-Ncr,09-06-2024,2024,6,2019,6,
Mercedes-Benz,E-Class E200,Mercedes-Benz E-Class E200,70000,petrol,automatic,2272000,32.46,227200,"41,362",1.09,,Max,Delhi-Ncr,09-06-2024,2024,6,2015,10,
Hyundai,Eon Era,Hyundai Eon Era,52000,petrol,manual,219000,4.21,19909,"3,737",1.02,"Spinny  Hub, Trillium Avenue, Gurgaon",Budget,Delhi-Ncr,09-06-2024,2024,6,2014,11,Trillium Avenue
Maruti,Suzuki Ciaz,Maruti Suzuki Ciaz,31000,petrol,manual,570000,18.39,63333,"10,380",1.09,"Spinny  Hub, Rcube Monad Mall, Rajouri",Assured,Delhi-Ncr,09-06-2024,2024,6,2016,9,Rcube Monad Mall
Honda,Wr-V Vx,Honda Wr-V Vx,28000,petrol,manual,697000,24.89,99571,"12,687",1.09,"Spinny  Hub, Trillium Avenue, Gurgaon",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Trillium Avenue
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,10000,petrol,manual,598000,59.80,199333,"10,885",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2022,3,Taj Vivanta
Datsun,Redi-Go T,Datsun Redi-Go T,7000,petrol,manual,259000,37.00,32375,"6,981",1.62,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2017,8,Taj Vivanta
Tata,Tiago Revotron,Tata Tiago Revotron,66000,petrol,automatic,449000,6.80,64143,"8,172",1.09,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2018,7,Indirapuram Habitat Centre
Nissan,Micra Xv,Nissan Micra Xv,71000,petrol,automatic,374000,5.27,41556,"6,387",1.02,"Spinny  Hub, Trillium Avenue, Gurgaon",Budget,Delhi-Ncr,09-06-2024,2024,6,2016,9,Trillium Avenue
Maruti,Suzuki Wagon,Maruti Suzuki Wagon,52000,petrol,manual,339000,6.52,42375,"6,451",1.14,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2017,8,Indirapuram Habitat Centre
Jeep,Compass Limited,Jeep Compass Limited,57000,petrol,automatic,1212000,21.26,151500,"22,058",1.09,"Max Hub @ Trillium Avenue, Gurgaon",Max,Delhi-Ncr,09-06-2024,2024,6,2017,8,Gurgaon
Tata,Altroz Xe,Tata Altroz Xe,17000,petrol,manual,578000,34.00,192667,"10,521",1.09,"Spinny  Hub, Rohini, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2022,3,Rohini
Hyundai,Creta Sx,Hyundai Creta Sx,24000,petrol,manual,1298000,54.08,324500,"23,622",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2021,4,Taj Vivanta
Mahindra,Xuv500 W8,Mahindra Xuv500 W8,31000,diesel,manual,732000,23.61,81333,"13,931",1.14,"Spinny  Hub, Gaur City, Noida",Assured,Delhi-Ncr,09-06-2024,2024,6,2016,9,Gaur City
Tata,Nexon Smart,Tata Nexon Smart,4000,petrol,manual,849000,212.25,424500,"15,453",1.09,"Spinny  Hub, Universal Trade Tower, Sohna Road, Gurgaon",Assured,Delhi-Ncr,09-06-2024,2024,6,2023,2,Universal Trade Tower
Renault,Kwid Climber,Renault Kwid Climber,45000,petrol,automatic,319000,7.09,39875,"5,806",1.09,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2017,8,Indirapuram Habitat Centre
Ford,Figo Titanium,Ford Figo Titanium,85000,petrol,manual,359000,4.22,44875,"6,534",1.09,"Spinny  Hub, Universal Trade Tower, Sohna Road, Gurgaon",Budget,Delhi-Ncr,09-06-2024,2024,6,2017,8,Universal Trade Tower
Maruti,Suzuki Wagon,Maruti Suzuki Wagon,71000,petrol,manual,268000,3.77,26800,"5,100",1.14,"Spinny  Hub, GNB Mall Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2015,10,GNB Mall Ghaziabad
Renault,Kwid Rxt,Renault Kwid Rxt,59000,petrol,manual,249000,4.22,24900,"3,752",0.90,"Spinny  Hub, GNB Mall Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2015,10,GNB Mall Ghaziabad
Audi,A4 30,Audi A4 30,64000,petrol,automatic,2222000,34.72,246889,"40,443",1.09,"Spinny  Hub, Faridabad",Max,Delhi-Ncr,09-06-2024,2024,6,2016,9,Faridabad
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,35000,petrol,manual,648000,18.51,216000,"11,795",1.09,"Spinny  Hub, GNB Mall Ghaziabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2022,3,GNB Mall Ghaziabad
Volkswagen,Vento Comfortline,Volkswagen Vento Comfortline,82000,petrol,manual,462000,5.63,51333,"7,883",1.02,"Spinny  Hub, Rcube Monad Mall, Rajouri",Assured,Delhi-Ncr,09-06-2024,2024,6,2016,9,Rcube Monad Mall
Hyundai,Creta Sx+,Hyundai Creta Sx+,57000,petrol,manual,895000,15.70,127857,"16,291",1.09,"Spinny  Hub, Faridabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Faridabad
Renault,Triber Rxl,Renault Triber Rxl,40000,petrol,manual,465000,11.63,77500,"8,464",1.09,"Spinny  Hub, Rohini, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2019,6,Rohini
Honda,City Vx,Honda City Vx,43000,petrol,manual,519000,12.07,47182,"9,447",1.09,"Spinny  Hub, Gaur City, Noida",Budget,Delhi-Ncr,09-06-2024,2024,6,2014,11,Gaur City
Hyundai,I20 Magna,Hyundai I20 Magna,59000,petrol,manual,275000,4.66,22917,"5,902",1.29,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Budget,Delhi-Ncr,09-06-2024,2024,6,2013,12,Taj Vivanta
Honda,Jazz V,Honda Jazz V,101000,petrol,manual,415000,4.11,46111,"7,081",1.02,"Spinny  Hub, Universal Trade Tower, Sohna Road, Gurgaon",Budget,Delhi-Ncr,09-06-2024,2024,6,2016,9,Universal Trade Tower
Nissan,Micra Xl,Nissan Micra Xl,53000,petrol,automatic,323000,6.09,32300,"5,511",1.02,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2015,10,Indirapuram Habitat Centre
Jeep,Compass Limited,Jeep Compass Limited,19000,diesel,manual,1919000,101.00,639667,"34,927",1.09,"Max Hub @ Trillium Avenue, Gurgaon",Max,Delhi-Ncr,09-06-2024,2024,6,2022,3,Gurgaon
Maruti,Suzuki Swift,Maruti Suzuki Swift,5000,petrol,manual,557000,111.40,185667,"10,138",1.09,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2022,3,Indirapuram Habitat Centre
Honda,Amaze 1.2,Honda Amaze 1.2,3000,petrol,automatic,785000,261.67,157000,"14,288",1.09,"Spinny  Hub, Gaur City, Noida",Assured,Delhi-Ncr,09-06-2024,2024,6,2020,5,Gaur City
Honda,Wr-V Vx,Honda Wr-V Vx,36000,petrol,manual,654000,18.17,81750,"11,905",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2017,8,Taj Vivanta
Hyundai,Creta S,Hyundai Creta S,26000,petrol,manual,1123000,43.19,280750,"20,441",1.09,"Spinny  Hub, Rcube Monad Mall, Rajouri",Assured,Delhi-Ncr,09-06-2024,2024,6,2021,4,Rcube Monad Mall
Tata,Tiago Revotron,Tata Tiago Revotron,13000,petrol,manual,512000,39.38,102400,"9,319",1.09,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2020,5,Indirapuram Habitat Centre
Honda,Amaze 1.2,Honda Amaze 1.2,37000,petrol,manual,389000,10.51,38900,"7,080",1.09,"Spinny  Hub, Faridabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2015,10,Faridabad
Tata,Tiago Revotron,Tata Tiago Revotron,49000,petrol,manual,400000,8.16,50000,"7,272",1.09,"Spinny  Hub, Rohini, Delhi",Budget,Delhi-Ncr,09-06-2024,2024,6,2017,8,Rohini
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,46000,petrol,automatic,378000,8.22,54000,"6,880",1.09,"Spinny  Hub, Gaur City, Noida",Budget,Delhi-Ncr,09-06-2024,2024,6,2018,7,Gaur City
Hyundai,New Santro,Hyundai New Santro,22000,petrol,manual,468000,21.27,117000,"7,986",1.02,"Spinny  Hub, Trillium Avenue, Gurgaon",Budget,Delhi-Ncr,09-06-2024,2024,6,2021,4,Trillium Avenue
Nissan,Magnite Xl,Nissan Magnite Xl,15000,petrol,manual,672000,44.80,336000,"12,239",1.09,"Spinny  Hub, Universal Trade Tower, Sohna Road, Gurgaon",Assured,Delhi-Ncr,09-06-2024,2024,6,2023,2,Universal Trade Tower
Honda,City 1.5,Honda City 1.5,31000,petrol,manual,409000,13.19,34083,"8,785",1.29,"Spinny  Hub, Universal Trade Tower, Sohna Road, Gurgaon",Assured,Delhi-Ncr,09-06-2024,2024,6,2013,12,Universal Trade Tower
Hyundai,Grand I10,Hyundai Grand I10,23000,petrol,manual,499000,21.70,71286,"9,083",1.09,"Spinny  Hub, Gaur City, Noida",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Gaur City
Ford,Ecosport Titanium,Ford Ecosport Titanium,39000,petrol,automatic,697000,17.87,99571,"12,687",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Taj Vivanta
Tata,Altroz Xz,Tata Altroz Xz,16000,petrol,manual,719000,44.94,179750,"13,087",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2021,4,Taj Vivanta
Maruti,Suzuki Swift,Maruti Suzuki Swift,84000,petrol,manual,329000,3.92,41125,"5,988",1.09,"Spinny  Hub, Rcube Monad Mall, Rajouri",Budget,Delhi-Ncr,09-06-2024,2024,6,2017,8,Rcube Monad Mall
Maruti,Suzuki Alto,Maruti Suzuki Alto,22000,petrol,automatic,259000,11.77,25900,"4,714",1.09,"Spinny  Hub, Gaur City, Noida",Budget,Delhi-Ncr,09-06-2024,2024,6,2015,10,Gaur City
Nissan,Terrano Xl,Nissan Terrano Xl,72000,petrol,manual,365000,5.07,33182,"6,228",1.02,"Spinny  Hub, Rcube Monad Mall, Rajouri",Budget,Delhi-Ncr,09-06-2024,2024,6,2014,11,Rcube Monad Mall
Hyundai,Grand I10,Hyundai Grand I10,51000,petrol,manual,278000,5.45,25273,"5,060",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Budget,Delhi-Ncr,09-06-2024,2024,6,2014,11,Taj Vivanta
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,30000,petrol,manual,466000,15.53,66571,"8,479",1.09,"Spinny  Hub, GNB Mall Ghaziabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,GNB Mall Ghaziabad
Kia,Sonet Gtx,Kia Sonet Gtx,32000,petrol,automatic,959000,29.97,191800,"17,456",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2020,5,Taj Vivanta
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,45000,petrol+cng,manual,439000,9.76,62714,"7,990",1.09,"Spinny  Hub, Faridabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Faridabad
Tata,Punch Accomplished,Tata Punch Accomplished,12000,petrol,manual,697000,58.08,232333,"12,687",1.09,"Spinny  Hub, GNB Mall Ghaziabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2022,3,GNB Mall Ghaziabad
Maruti,Suzuki Swift,Maruti Suzuki Swift,22000,petrol,automatic,549000,24.95,78429,"9,993",1.09,"Spinny  Hub, Faridabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Faridabad
Honda,Amaze 1.2,Honda Amaze 1.2,83000,petrol,manual,328000,3.95,29818,"5,970",1.09,"Spinny  Hub, Universal Trade Tower, Sohna Road, Gurgaon",Budget,Delhi-Ncr,09-06-2024,2024,6,2014,11,Universal Trade Tower
Hyundai,New Santro,Hyundai New Santro,79000,petrol+cng,manual,439000,5.56,73167,"7,491",1.02,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2019,6,Indirapuram Habitat Centre
Hyundai,Grand I10,Hyundai Grand I10,38000,petrol,manual,407000,10.71,37000,"7,408",1.09,"Spinny  Hub, Gaur City, Noida",Budget,Delhi-Ncr,09-06-2024,2024,6,2014,11,Gaur City
Volkswagen,Polo Highline1.2L,Volkswagen Polo Highline1.2L,94000,petrol,manual,415000,4.41,41500,"7,074",1.02,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Budget,Delhi-Ncr,09-06-2024,2024,6,2015,10,Taj Vivanta
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,32000,petrol,manual,419000,13.09,59857,"7,475",1.07,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Indirapuram Habitat Centre
Maruti,Suzuki Swift,Maruti Suzuki Swift,34000,petrol,manual,498000,14.65,99600,"9,064",1.09,"Spinny  Hub, Faridabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2020,5,Faridabad
Maruti,Suzuki Dzire,Maruti Suzuki Dzire,42000,petrol,manual,589000,14.02,98167,"10,721",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2019,6,Taj Vivanta
Maruti,Suzuki S-Presso,Maruti Suzuki S-Presso,9000,petrol,automatic,428000,47.56,107000,"7,790",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2021,4,Taj Vivanta
Tata,Altroz Xz,Tata Altroz Xz,24000,petrol,manual,689000,28.71,172250,"12,541",1.09,"Spinny  Hub, Gaur City, Noida",Assured,Delhi-Ncr,09-06-2024,2024,6,2021,4,Gaur City
Honda,Brio S,Honda Brio S,36000,petrol,manual,398000,11.06,49750,"6,793",1.02,"Spinny  Hub, Rcube Monad Mall, Rajouri",Budget,Delhi-Ncr,09-06-2024,2024,6,2017,8,Rcube Monad Mall
Honda,Brio S,Honda Brio S,42000,petrol,manual,312000,7.43,28364,"5,324",1.02,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Budget,Delhi-Ncr,09-06-2024,2024,6,2014,11,Taj Vivanta
Maruti,Suzuki Wagon,Maruti Suzuki Wagon,111000,petrol+cng,manual,268000,2.41,24364,"7,491",1.68,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Budget,Delhi-Ncr,09-06-2024,2024,6,2014,11,Taj Vivanta
Renault,Kwid Rxt,Renault Kwid Rxt,23000,petrol,manual,298000,12.96,37250,"5,424",1.09,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2017,8,Indirapuram Habitat Centre
Renault,Triber Rxl,Renault Triber Rxl,49000,petrol,manual,519000,10.59,103800,"9,444",1.09,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2020,5,Indirapuram Habitat Centre
Hyundai,Tucson Gls,Hyundai Tucson Gls,69000,diesel,automatic,1500000,21.74,250000,"27,299",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2019,6,Taj Vivanta
Hyundai,Venue Sx,Hyundai Venue Sx,25000,petrol,manual,1074000,42.96,358000,"19,553",1.09,"Spinny  Hub, Faridabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2022,3,Faridabad
Renault,Triber Rxt,Renault Triber Rxt,21000,petrol,manual,532000,25.33,88667,"9,683",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2019,6,Taj Vivanta
Hyundai,Grand I10,Hyundai Grand I10,39000,petrol,manual,374000,9.59,41556,"6,802",1.09,"Spinny  Hub, Trillium Avenue, Gurgaon",Assured,Delhi-Ncr,09-06-2024,2024,6,2016,9,Trillium Avenue
Maruti,Suzuki Ciaz,Maruti Suzuki Ciaz,91000,petrol,automatic,598000,6.57,74750,"10,885",1.09,"Spinny  Hub, GNB Mall Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2017,8,GNB Mall Ghaziabad
Maruti,Suzuki Swift,Maruti Suzuki Swift,64000,petrol,automatic,549000,8.58,78429,"9,993",1.09,"Spinny  Hub, Faridabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2018,7,Faridabad
Maruti,Suzuki Swift,Maruti Suzuki Swift,89000,petrol,manual,268000,3.01,20615,"7,223",1.62,"Spinny  Hub, Universal Trade Tower, Sohna Road, Gurgaon",Budget,Delhi-Ncr,09-06-2024,2024,6,2012,13,Universal Trade Tower
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,67000,petrol,automatic,578000,8.63,72250,"10,521",1.09,"Spinny  Hub, Faridabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2017,8,Faridabad
Maruti,Suzuki Swift,Maruti Suzuki Swift,13000,petrol,manual,668000,51.38,334000,"12,159",1.09,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2023,2,Indirapuram Habitat Centre
Maruti,Suzuki Swift,Maruti Suzuki Swift,41000,petrol,manual,529000,12.90,132250,"9,629",1.09,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2021,4,Indirapuram Habitat Centre
Tata,Tigor Revotron,Tata Tigor Revotron,36000,petrol,automatic,645000,17.92,129000,"11,740",1.09,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2020,5,Taj Vivanta
Hyundai,Grand I10,Hyundai Grand I10,59000,petrol,manual,381000,6.46,38100,"6,940",1.09,"Spinny  Hub, Faridabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2015,10,Faridabad
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,42000,petrol,manual,553000,13.17,79000,"10,070",1.09,"Spinny  Hub, Gaur City, Noida",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Gaur City
Tata,Tiago Revotron,Tata Tiago Revotron,50000,petrol,manual,395000,7.90,56429,"7,189",1.09,"Spinny  Hub, Trillium Avenue, Gurgaon",Budget,Delhi-Ncr,09-06-2024,2024,6,2018,7,Trillium Avenue
Volkswagen,Vento Highline,Volkswagen Vento Highline,30000,petrol,manual,339000,11.30,26077,"8,566",1.52,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2012,13,Indirapuram Habitat Centre
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,54000,petrol,manual,476000,8.81,52889,"8,657",1.09,"Spinny  Hub, Rohini, Delhi",Budget,Delhi-Ncr,09-06-2024,2024,6,2016,9,Rohini
Mahindra,Kuv100 Nxt,Mahindra Kuv100 Nxt,14000,petrol+cng,manual,342000,24.43,48857,"6,225",1.09,"Spinny  Hub, GNB Mall Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2018,7,GNB Mall Ghaziabad
Renault,Kwid Climber,Renault Kwid Climber,23000,petrol,automatic,349000,15.17,49857,"6,352",1.09,"Spinny  Hub, Faridabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Faridabad
Hyundai,New Santro,Hyundai New Santro,37000,petrol,manual,429000,11.59,71500,"7,320",1.02,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2019,6,Indirapuram Habitat Centre
Maruti,Suzuki Brezza,Maruti Suzuki Brezza,19000,petrol,manual,924000,48.63,308000,"16,819",1.09,"Spinny  Hub, Universal Trade Tower, Sohna Road, Gurgaon",Assured,Delhi-Ncr,09-06-2024,2024,6,2022,3,Universal Trade Tower
Hyundai,Grand I10,Hyundai Grand I10,45000,petrol,automatic,468000,10.40,46800,"8,518",1.09,"Spinny  Hub, Faridabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2015,10,Faridabad
Tata,Tiago Revotron,Tata Tiago Revotron,39000,petrol,manual,439000,11.26,62714,"7,990",1.09,"Spinny  Hub, Faridabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Faridabad
Ford,Ecosport Titanium,Ford Ecosport Titanium,52000,petrol,automatic,568000,10.92,63111,"10,338",1.09,"Spinny  Hub, Indirapuram Habitat Centre, Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2016,9,Indirapuram Habitat Centre
Maruti,Suzuki Alto,Maruti Suzuki Alto,38000,petrol+cng,manual,268000,7.05,29778,"5,100",1.14,"Spinny  Hub, GNB Mall Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2016,9,GNB Mall Ghaziabad
Maruti,Suzuki Wagon,Maruti Suzuki Wagon,79000,petrol+cng,manual,469000,5.94,78167,"8,534",1.09,"Spinny  Hub, Faridabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2019,6,Faridabad
Ford,Ecosport Titanium,Ford Ecosport Titanium,105000,petrol,automatic,548000,5.22,60889,"9,974",1.09,"Spinny  Hub, Rohini, Delhi",Budget,Delhi-Ncr,09-06-2024,2024,6,2016,9,Rohini
Honda,Amaze 1.2L,Honda Amaze 1.2L,59000,petrol,manual,432000,7.32,48000,"7,863",1.09,"Spinny  Hub, Rcube Monad Mall, Rajouri",Assured,Delhi-Ncr,09-06-2024,2024,6,2016,9,Rcube Monad Mall
Kia,Seltos Gtx,Kia Seltos Gtx,21000,petrol,automatic,1500000,71.43,300000,"27,299",1.09,"Spinny  Hub, Rohini, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2020,5,Rohini
Hyundai,Verna 1.6,Hyundai Verna 1.6,28000,petrol,automatic,957000,34.18,136714,"17,428",1.09,"Spinny  Hub, Universal Trade Tower, Sohna Road, Gurgaon",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Universal Trade Tower
Honda,City Sv,Honda City Sv,45000,petrol,manual,529000,11.76,48091,"9,629",1.09,"Spinny  Hub, Rcube Monad Mall, Rajouri",Assured,Delhi-Ncr,09-06-2024,2024,6,2014,11,Rcube Monad Mall
Hyundai,Grand I10,Hyundai Grand I10,42000,petrol,manual,427000,10.17,47444,"7,768",1.09,"Spinny  Hub, Gaur City, Noida",Assured,Delhi-Ncr,09-06-2024,2024,6,2016,9,Gaur City
Renault,Kwid Rxt,Renault Kwid Rxt,22000,petrol,manual,265000,12.05,26500,"4,823",1.09,"Spinny  Hub, GNB Mall Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2015,10,GNB Mall Ghaziabad
Maruti,Suzuki Swift,Maruti Suzuki Swift,69000,petrol,manual,328000,4.75,27333,"7,049",1.29,"Spinny  Hub, GNB Mall Ghaziabad",Budget,Delhi-Ncr,09-06-2024,2024,6,2013,12,GNB Mall Ghaziabad
Honda,Amaze 1.2,Honda Amaze 1.2,78000,petrol,manual,307000,3.94,27909,"5,590",1.09,"Spinny  Hub, Rohini, Delhi",Budget,Delhi-Ncr,09-06-2024,2024,6,2014,11,Rohini
Hyundai,Grand I10,Hyundai Grand I10,79000,petrol+cng,manual,378000,4.78,42000,"6,880",1.09,"Spinny  Hub, Gaur City, Noida",Budget,Delhi-Ncr,09-06-2024,2024,6,2016,9,Gaur City
Volkswagen,Vento Comfortline,Volkswagen Vento Comfortline,22000,petrol,manual,875000,39.77,218750,"14,931",1.02,"Spinny  Hub, Gaur City, Noida",Assured,Delhi-Ncr,09-06-2024,2024,6,2021,4,Gaur City
Kia,Seltos Htx,Kia Seltos Htx,15000,petrol,manual,1206000,80.40,241200,"21,952",1.09,"Spinny  Hub, Rcube Monad Mall, Rajouri",Assured,Delhi-Ncr,09-06-2024,2024,6,2020,5,Rcube Monad Mall
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,21000,petrol,manual,568000,27.05,81143,"10,338",1.09,"Spinny  Hub, Faridabad",Assured,Delhi-Ncr,09-06-2024,2024,6,2018,7,Faridabad
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,17000,petrol,automatic,847000,49.82,423500,"15,417",1.09,"Spinny  Hub, Rcube Monad Mall, Rajouri",Assured,Delhi-Ncr,09-06-2024,2024,6,2023,2,Rcube Monad Mall
Honda,Brio S,Honda Brio S,34000,petrol,manual,369000,10.85,41000,"6,296",1.02,"Spinny  Hub, Taj Vivanta, Dwarka, Delhi",Assured,Delhi-Ncr,09-06-2024,2024,6,2016,9,Taj Vivanta
